Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-14 00:00:00-04:00,209.69201166358403,210.67091168904602,207.3047216270235,208.3834991455078,38840100,0.0,0.0
2025-07-15 00:00:00-04:00,208.9828312368767,211.64980271899068,208.6831682659836,208.87295532226562,42296300,0.0,0.0
2025-07-16 00:00:00-04:00,210.06160887608695,212.1592191902425,208.40348697906978,209.92176818847656,47490500,0.0,0.0
2025-07-17 00:00:00-04:00,210.33130094399476,211.5599023237274,209.35240091776063,209.78192138671875,48068100,0.0,0.0
2025-07-18 00:00:00-04:00,210.63095139102305,211.54990664350106,209.46227954032304,210.9405975341797,48974600,0.0,0.0
2025-07-21 00:00:00-04:00,211.8595616297783,215.53538252867688,211.39009321998003,212.23912048339844,51377400,0.0,0.0
2025-07-22 00:00:00-04:00,212.89838571641525,214.7063314773177,211.9894136266437,214.15695190429688,46404100,0.0,0.0
2025-07-23 00:00:00-04:00,214.75626907170553,214.90609293027538,212.1692088371252,213.9072265625,46989300,0.0,0.0
2025-07-24 00:00:00-04:00,213.65751035981805,215.44548969662856,213.28793468034502,213.51766967773438,46022600,0.0,0.0
2025-07-25 00:00:00-04:00,214.45660521718813,214.9960015887686,213.15807589620647,213.63754272460938,40268800,0.0,0.0
2025-07-28 00:00:00-04:00,213.78737619229818,214.60645396318566,212.81847455673218,213.80735778808594,37858000,0.0,0.0
2025-07-29 00:00:00-04:00,213.93719187335407,214.5664825639156,210.58101550100253,211.03050231933594,51411700,0.0,0.0
2025-07-30 00:00:00-04:00,211.65977882345743,212.14922883427738,207.48452469073794,208.81301879882812,45512500,0.0,0.0
2025-07-31 00:00:00-04:00,208.25365677749065,209.60211724381097,206.92516266487007,207.33470153808594,80698400,0.0,0.0
2025-08-01 00:00:00-04:00,210.63095505795985,213.33788973606855,201.27158167093614,202.1505889892578,104434500,0.0,0.0
2025-08-04 00:00:00-04:00,204.27816503495924,207.64435521756303,201.4513712516652,203.11949157714844,75109300,0.0,0.0
2025-08-05 00:00:00-04:00,203.1694082424696,205.1072113881769,201.93082373064988,202.68995666503906,44155100,0.0,0.0
2025-08-06 00:00:00-04:00,205.39689808550258,215.1358452662651,205.35693489516686,213.0082550048828,108483100,0.0,0.0
2025-08-07 00:00:00-04:00,218.63187314031333,220.59964108330854,216.33447747046458,219.7805633544922,90224800,0.0,0.0
2025-08-08 00:00:00-04:00,220.57966572513484,230.73813503605493,219.00145500716468,229.0900115966797,113854000,0.0,0.0
2025-08-11 00:00:00-04:00,227.9199981689453,229.55999755859375,224.75999450683594,227.17999267578125,61806100,0.26,0.0
2025-08-12 00:00:00-04:00,228.00999450683594,230.8000030517578,227.07000732421875,229.64999389648438,55626200,0.0,0.0
2025-08-13 00:00:00-04:00,231.07000732421875,235.0,230.42999267578125,233.3300018310547,69878500,0.0,0.0
2025-08-14 00:00:00-04:00,234.05999755859375,235.1199951171875,230.85000610351562,232.77999877929688,51916300,0.0,0.0
2025-08-15 00:00:00-04:00,234.0,234.27999877929688,229.33999633789062,231.58999633789062,56038700,0.0,0.0
2025-08-18 00:00:00-04:00,231.6999969482422,233.1199951171875,230.11000061035156,230.88999938964844,37476200,0.0,0.0
2025-08-19 00:00:00-04:00,231.27999877929688,232.8699951171875,229.35000610351562,230.55999755859375,39402600,0.0,0.0
2025-08-20 00:00:00-04:00,229.97999572753906,230.47000122070312,225.77000427246094,226.00999450683594,42263900,0.0,0.0
2025-08-21 00:00:00-04:00,226.27000427246094,226.52000427246094,223.77999877929688,224.89999389648438,30621200,0.0,0.0
2025-08-22 00:00:00-04:00,226.1699981689453,229.08999633789062,225.41000366210938,227.75999450683594,42477800,0.0,0.0
2025-08-25 00:00:00-04:00,226.47999572753906,229.3000030517578,226.22999572753906,227.16000366210938,30983100,0.0,0.0
2025-08-26 00:00:00-04:00,226.8699951171875,229.49000549316406,224.69000244140625,229.30999755859375,54575100,0.0,0.0
2025-08-27 00:00:00-04:00,228.61000061035156,230.89999389648438,228.25999450683594,230.49000549316406,31259500,0.0,0.0
2025-08-28 00:00:00-04:00,230.82000732421875,233.41000366210938,229.33999633789062,232.55999755859375,38074700,0.0,0.0
2025-08-29 00:00:00-04:00,232.50999450683594,233.3800048828125,231.3699951171875,232.13999938964844,39418400,0.0,0.0
2025-09-02 00:00:00-04:00,229.25,230.85000610351562,226.97000122070312,229.72000122070312,44075600,0.0,0.0
2025-09-03 00:00:00-04:00,237.2100067138672,238.85000610351562,234.36000061035156,238.47000122070312,66427800,0.0,0.0
2025-09-04 00:00:00-04:00,238.4499969482422,239.89999389648438,236.74000549316406,239.77999877929688,47549400,0.0,0.0
2025-09-05 00:00:00-04:00,240.0,241.32000732421875,238.49000549316406,239.69000244140625,54870400,0.0,0.0
2025-09-08 00:00:00-04:00,239.3000030517578,240.14999389648438,236.33999633789062,237.8800048828125,48999500,0.0,0.0
2025-09-09 00:00:00-04:00,237.0,238.77999877929688,233.36000061035156,234.35000610351562,66313900,0.0,0.0
2025-09-10 00:00:00-04:00,232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,83440800,0.0,0.0
2025-09-11 00:00:00-04:00,226.8800048828125,230.4499969482422,226.64999389648438,230.02999877929688,50208600,0.0,0.0
2025-09-12 00:00:00-04:00,229.22000122070312,234.50999450683594,229.02000427246094,234.07000732421875,55776500,0.0,0.0
